Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Volkswagen Polo 1.5 TDI Highline,Chennai,70920,Diesel,Manual,First,1498.0,88.8,5.0,4.75,Volkswagen,Polo,6,20.14
Nissan Terrano XL D Option,Hyderabad,65280,Diesel,Manual,First,1461.0,83.14,5.0,5.8,Nissan,Terrano,7,19.87
Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,62000,Diesel,Automatic,First,2179.0,187.7,7.0,44.5,Land,Rover,4,12.51
Hyundai i20 Magna Optional 1.2,Kochi,44525,Petrol,Manual,First,1197.0,82.9,5.0,4.65,Hyundai,i20,6,18.5
Honda City 1.5 E MT,Jaipur,86863,Petrol,Manual,First,1497.0,118.0,5.0,3.6,Honda,City,11,17.0
Mahindra XUV500 W10 AWD,Hyderabad,102626,Diesel,Manual,First,2179.0,140.0,7.0,12.25,Mahindra,XUV500,5,16.0
Jeep Compass 2.0 Limited Option 4X4,Jaipur,45000,Diesel,Manual,First,1956.0,170.0,5.0,20.0,Jeep,Compass,3,16.3
Mahindra XUV500 W10 AWD,Jaipur,22000,Diesel,Manual,First,2179.0,140.0,7.0,16.0,Mahindra,XUV500,3,16.0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,108905,Diesel,Automatic,Second,2179.0,120.0,8.0,6.21,Mahindra,Scorpio,9,11.79
Datsun GO Plus T,Kolkata,12800,Petrol,Manual,First,1198.0,67.0,7.0,3.25,Datsun,GO,4,19.44
Mahindra Scorpio S6 Plus 7 Seater,Kolkata,32000,Diesel,Manual,First,2179.0,120.0,7.0,9.75,Mahindra,Scorpio,4,15.4
Honda Amaze S AT i-Vtech,Mumbai,39000,Petrol,Automatic,First,1198.0,86.7,5.0,4.45,Honda,Amaze,6,15.5
Honda City i-DTEC ZX,Pune,42000,Diesel,Manual,First,1498.0,98.6,5.0,12.0,Honda,City,3,25.6
Tata Indigo GLE,Chennai,73000,Petrol,Manual,First,1396.0,65.0,5.0,0.8,Tata,Indigo,12,14.4
Hyundai Grand i10 1.2 CRDi Sportz,Chennai,48000,Diesel,Manual,First,1186.0,73.97,5.0,5.95,Hyundai,Grand,2,24.0
Maruti Alto 800 2016-2019 CNG LXI,Pune,18000,CNG,Manual,First,796.0,40.3,4.0,3.0,Maruti,Alto,5,
Hyundai Verna 1.4 CX VTVT,Kolkata,19000,Petrol,Manual,First,1396.0,105.5,5.0,5.25,Hyundai,Verna,6,17.43
Toyota Innova Crysta 2.4 VX MT,Coimbatore,33598,Diesel,Manual,First,2393.0,147.8,7.0,22.2,Toyota,Innova,1,13.68
BMW X1 sDrive20d,Jaipur,63000,Diesel,Automatic,First,1995.0,184.0,5.0,13.5,BMW,X1,8,17.05
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,48000,Diesel,Automatic,First,1968.0,138.03,5.0,13.5,Volkswagen,Jetta,5,16.96
Ford Figo Diesel ZXI,Delhi,66000,Diesel,Manual,First,1399.0,68.05,5.0,3.47,Ford,Figo,6,20.0
Mahindra Ssangyong Rexton RX7,Ahmedabad,80000,Diesel,Automatic,Second,2696.0,184.0,7.0,9.5,Mahindra,Ssangyong,7,11.18
Volkswagen Vento Petrol Highline,Chennai,37000,Petrol,Manual,First,1598.0,103.6,5.0,4.8,Volkswagen,Vento,9,15.04
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,35058,Petrol,Manual,First,1598.0,103.52,5.0,6.54,Skoda,Rapid,4,15.0
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,52000,Petrol,Manual,First,1198.0,73.9,5.0,3.1,Volkswagen,Polo,8,16.47
Maruti S Cross DDiS 200 Delta,Hyderabad,61313,Diesel,Manual,First,1248.0,88.5,5.0,7.99,Maruti,S,5,23.65
Toyota Corolla Altis G,Kolkata,45000,Petrol,Manual,Second,1798.0,138.1,5.0,3.3,Toyota,Corolla,11,14.53
Maruti Ertiga ZDI,Bangalore,74000,Diesel,Manual,First,1248.0,88.8,7.0,8.75,Maruti,Ertiga,5,20.77
Hyundai i10 Asta Sunroof AT,Hyderabad,89000,Petrol,Automatic,First,1197.0,80.0,5.0,4.19,Hyundai,i10,7,19.2
Mercedes-Benz CLA 200 CDI Sport,Kochi,13414,Diesel,Automatic,First,2143.0,136.0,5.0,30.77,Mercedes-Benz,CLA,1,17.9
Honda City ZX VTEC,Jaipur,95000,Petrol,Manual,Second,1497.0,100.0,5.0,2.11,Honda,City,14,16.9
Mahindra KUV 100 G80 K8,Jaipur,15900,Petrol,Manual,First,1198.0,82.0,6.0,6.25,Mahindra,KUV,2,18.15
Toyota Fortuner 3.0 Diesel,Delhi,151000,Diesel,Manual,First,2982.0,171.0,7.0,11.4,Toyota,Fortuner,9,11.5
Honda City 1.5 V MT,Bangalore,65000,Petrol,Manual,First,1497.0,118.0,5.0,5.2,Honda,City,9,17.0
Audi A6 35 TDI Matrix,Coimbatore,36824,Diesel,Automatic,First,1968.0,187.74,5.0,39.84,Audi,A6,3,18.53
Ford Figo Diesel ZXI,Coimbatore,65287,Diesel,Manual,First,1399.0,68.05,5.0,4.45,Ford,Figo,7,20.0
Mercedes-Benz GLA Class 200 CDI,Kolkata,52000,Diesel,Automatic,First,2143.0,136.0,5.0,19.5,Mercedes-Benz,GLA,6,17.9
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,33000,Petrol,Manual,First,1150.0,74.9,5.0,1.75,Chevrolet,Aveo,13,15.26
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,71000,Diesel,Manual,First,1498.0,99.0,5.0,5.1,Ford,Figo,4,25.83
Hyundai Elantra CRDi SX AT,Delhi,71000,Diesel,Automatic,First,1582.0,126.2,5.0,6.8,Hyundai,Elantra,7,22.7
Maruti Baleno Zeta CVT,Kolkata,20000,Petrol,Automatic,First,1197.0,83.1,5.0,5.74,Maruti,Baleno,4,21.4
Maruti Swift LXi BSIV,Hyderabad,71000,Petrol,Manual,First,1197.0,85.0,5.0,3.3,Maruti,Swift,10,16.1
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,29000,Diesel,Automatic,First,,,4.0,32.0,Mercedes-Benz,CLS-Class,10,9.9
BMW 3 Series Luxury Line,Ahmedabad,27000,Diesel,Automatic,First,1995.0,190.0,5.0,35.0,BMW,3,4,21.76
Maruti Dzire AMT ZDI Plus,Chennai,19000,Diesel,Automatic,First,1248.0,73.75,5.0,8.9,Maruti,Dzire,3,28.4
Hyundai Verna 1.6 SX VTVT,Mumbai,58000,Petrol,Manual,Second,1591.0,121.3,5.0,4.0,Hyundai,Verna,9,17.01
Jeep Compass 2.0 Longitude,Kochi,42203,Diesel,Manual,First,1956.0,170.0,5.0,19.46,Jeep,Compass,2,17.1
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,94000,Diesel,Automatic,First,1991.0,142.0,5.0,5.25,Hyundai,Sonata,11,11.4
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,52000,CNG,Manual,Second,1196.0,73.0,5.0,2.6,Maruti,Eeco,7,21.139999999999997
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,4900,Diesel,Manual,First,1497.0,108.5,5.0,9.22,Tata,Nexon,2,21.5
Hyundai EON Era Plus,Jaipur,70000,Petrol,Manual,First,814.0,55.2,5.0,1.8,Hyundai,EON,7,21.1
Tata Indica DLS,Hyderabad,100000,Diesel,Manual,Second,1405.0,,5.0,1.3,Tata,Indica,15,13.5
BMW 5 Series 2013-2017 530d M Sport,Kochi,65266,Diesel,Automatic,First,2993.0,,5.0,31.75,BMW,5,5,14.69
Maruti Ertiga VDI,Delhi,54569,Diesel,Manual,First,1248.0,88.76,7.0,5.99,Maruti,Ertiga,6,20.77
Honda Amaze E i-Vtech,Kochi,51361,Petrol,Manual,First,1198.0,86.7,5.0,4.94,Honda,Amaze,5,18.0
Ford Fiesta 1.4 Duratec ZXI,Jaipur,125000,Petrol,Manual,Third,1388.0,68.0,5.0,1.5,Ford,Fiesta,13,16.6
Honda Civic 2006-2010 1.8 V MT,Bangalore,66000,Petrol,Manual,Third,1799.0,130.0,5.0,3.25,Honda,Civic,12,13.5
Maruti Wagon R LX DUO BSIII,Hyderabad,65047,LPG,Manual,First,1061.0,57.5,5.0,1.95,Maruti,Wagon,13,24.22
Maruti Ertiga ZDI,Delhi,22281,Diesel,Manual,First,1248.0,88.8,7.0,6.5,Maruti,Ertiga,6,20.77
Hyundai Grand i10 CRDi Sportz,Delhi,63210,Diesel,Manual,First,1120.0,70.0,5.0,3.71,Hyundai,Grand,7,24.0
Hyundai Xcent 1.2 VTVT E Plus,Pune,31000,Petrol,Manual,First,1197.0,81.86,5.0,5.0,Hyundai,Xcent,2,20.14
Hyundai i10 Era,Ahmedabad,60000,Petrol,Manual,First,1086.0,68.05,5.0,1.99,Hyundai,i10,12,19.81
Honda Amaze S i-Vtech,Mumbai,32006,Petrol,Manual,First,1198.0,86.7,5.0,4.25,Honda,Amaze,3,18.0
Audi A6 2.7 TDI,Ahmedabad,78000,Diesel,Automatic,First,2698.0,179.5,5.0,8.0,Audi,A6,11,12.4
Hyundai i10 Magna 1.2 iTech SE,Mumbai,9489,Petrol,Manual,First,1197.0,78.9,5.0,2.95,Hyundai,i10,9,20.36
Renault KWID RXT Optional,Pune,5000,Petrol,Manual,First,799.0,53.3,5.0,3.5,Renault,KWID,2,25.17
Audi A4 New 2.0 TDI Multitronic,Jaipur,60000,Diesel,Automatic,Second,1968.0,140.8,5.0,16.0,Audi,A4,8,15.2
Maruti Alto 800 LXI Airbag,Jaipur,50000,Petrol,Manual,First,796.0,47.3,5.0,2.75,Maruti,Alto,5,22.74
Honda City i VTEC VX Option,Delhi,53000,Petrol,Manual,First,1497.0,117.3,5.0,6.95,Honda,City,5,17.8
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,64000,Petrol,Automatic,Second,1796.0,186.0,5.0,12.5,Mercedes-Benz,New,9,11.74
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,43827,Diesel,Automatic,First,2967.0,,5.0,36.83,Audi,Q5,3,13.22
Volkswagen Polo 1.2 MPI Comfortline,Pune,36431,Petrol,Manual,First,1199.0,74.0,5.0,2.7,Volkswagen,Polo,9,16.2
Hyundai Creta 1.4 E Plus Diesel,Mumbai,35000,Diesel,Manual,First,1396.0,88.7,5.0,9.9,Hyundai,Creta,3,21.38
Honda City 1.5 V MT,Kochi,94832,Petrol,Manual,First,1497.0,118.0,5.0,3.83,Honda,City,9,17.0
Honda City 1.5 S MT,Coimbatore,88381,Petrol,Manual,First,1497.0,118.0,5.0,5.25,Honda,City,8,17.0
Maruti S Cross DDiS 320 Alpha,Kolkata,45194,Diesel,Manual,First,1598.0,118.0,5.0,7.75,Maruti,S,4,22.7
Maruti SX4 Vxi BSIV,Mumbai,66000,Petrol,Manual,Second,1586.0,103.2,5.0,2.46,Maruti,SX4,10,16.51
Maruti Swift Dzire VDI,Kolkata,38578,Diesel,Manual,First,1248.0,74.0,5.0,3.96,Maruti,Swift,6,23.4
Maruti Ertiga ZDI,Chennai,40000,Diesel,Manual,First,1248.0,88.8,7.0,8.25,Maruti,Ertiga,5,20.77
Hyundai i20 1.2 Spotz,Coimbatore,20632,Petrol,Manual,First,1197.0,81.83,5.0,7.58,Hyundai,i20,2,18.6
Hyundai Grand i10 CRDi Magna,Hyderabad,73042,Diesel,Manual,First,1120.0,70.0,5.0,3.99,Hyundai,Grand,6,24.0
Honda City i VTEC SV,Delhi,54257,Petrol,Manual,First,1497.0,117.3,5.0,6.25,Honda,City,6,17.4
Skoda Rapid 1.6 TDI Elegance,Hyderabad,93000,Diesel,Manual,First,1598.0,103.5,5.0,5.0,Skoda,Rapid,7,20.5
Mercedes-Benz E-Class E270 CDI,Hyderabad,102000,Diesel,Automatic,Second,2987.0,198.5,5.0,4.65,Mercedes-Benz,E-Class,15,11.0
Hyundai Santa Fe 4WD AT,Coimbatore,28881,Diesel,Automatic,First,2199.0,194.3,7.0,21.37,Hyundai,Santa,4,13.01
Maruti Alto LXi,Hyderabad,52195,Petrol,Manual,First,796.0,46.3,5.0,1.75,Maruti,Alto,13,19.7
ISUZU D-MAX V-Cross 4X4,Coimbatore,20422,Diesel,Manual,First,2499.0,134.0,5.0,16.09,ISUZU,D-MAX,2,12.4
Hyundai Verna 1.4 CRDi GL,Kolkata,38000,Diesel,Manual,First,1396.0,88.7,5.0,4.1,Hyundai,Verna,8,24.8
Ford Figo Diesel ZXI,Coimbatore,92885,Diesel,Manual,First,1399.0,68.0,5.0,3.56,Ford,Figo,5,20.0
Honda City 1.5 S MT,Pune,43000,Petrol,Manual,Second,1497.0,118.0,5.0,4.21,Honda,City,10,17.0
Maruti Swift VDI BSIV W ABS,Coimbatore,70478,Diesel,Manual,First,1248.0,,5.0,6.86,Maruti,Swift,4,17.8
Hyundai Verna 1.6 CRDi S,Delhi,57000,Diesel,Manual,First,1582.0,126.2,5.0,6.6,Hyundai,Verna,5,23.9
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,32434,Petrol,Automatic,First,1591.0,121.3,5.0,14.35,Hyundai,Creta,2,13.0
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,32000,Diesel,Manual,First,1498.0,89.84,5.0,9.5,Ford,Ecosport,3,22.7
BMW X6 xDrive30d,Delhi,59000,Diesel,Automatic,First,2993.0,,4.0,21.9,BMW,X6,9,11.2
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,76467,Diesel,Automatic,First,1995.0,190.0,5.0,30.45,BMW,5,4,18.12
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,100000,Diesel,Manual,First,1498.0,99.0,5.0,5.1,Ford,Figo,4,25.83
Hyundai Verna VTVT 1.6 AT EX,Pune,37086,Petrol,Automatic,First,1591.0,121.3,5.0,5.44,Hyundai,Verna,7,17.0
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,135000,Diesel,Manual,First,1399.0,68.0,5.0,1.6,Ford,Ikon,10,13.8
Audi A6 2011-2015 2.0 TDI,Kochi,54862,Diesel,Automatic,First,1968.0,174.33,5.0,16.67,Audi,A6,6,17.68
Honda CR-V Sport,Hyderabad,67758,Petrol,Manual,First,2354.0,,5.0,9.5,Honda,CR-V,10,10.8
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,56200,Petrol,Automatic,First,1396.0,98.6,5.0,3.85,Hyundai,i20,8,15.0
Toyota Fortuner 2.8 4WD MT,Kochi,169006,Diesel,Manual,First,2755.0,174.5,7.0,10.64,Toyota,Fortuner,9,14.24
Renault KWID RXT,Bangalore,20229,Petrol,Manual,First,799.0,53.3,5.0,3.5,Renault,KWID,4,25.17
Chevrolet Spark 1.0 LT,Chennai,62000,Petrol,Manual,Third,995.0,62.0,5.0,1.1,Chevrolet,Spark,12,18.0
Hyundai Verna Transform VTVT,Hyderabad,51500,Petrol,Manual,Second,1599.0,103.2,5.0,2.6,Hyundai,Verna,9,16.2
BMW 3 Series 320d Sport Line,Hyderabad,69000,Diesel,Automatic,First,1995.0,184.0,5.0,18.5,BMW,3,8,18.88
Hyundai Santro Xing XP,Bangalore,167000,Petrol,Manual,First,1086.0,,5.0,1.35,Hyundai,Santro,16,
Maruti Swift Dzire VDI,Hyderabad,62476,Diesel,Manual,First,1248.0,74.0,5.0,7.95,Maruti,Swift,5,26.59
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,60500,Diesel,Manual,First,1186.0,73.97,5.0,5.49,Hyundai,Xcent,3,25.4
Honda Jazz V CVT,Mumbai,17978,Petrol,Automatic,First,1199.0,88.7,5.0,6.95,Honda,Jazz,3,19.0
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,123000,Diesel,Manual,Second,1399.0,67.0,5.0,4.45,Ford,Fiesta,7,17.8
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,45296,Diesel,Manual,First,1248.0,88.5,5.0,6.99,Maruti,S-Cross,4,25.1
Maruti SX4 Zxi with Leather BSIII,Coimbatore,77325,Petrol,Manual,First,1586.0,104.68,5.0,3.51,Maruti,SX4,12,15.6
Maruti Baleno Zeta Automatic,Kochi,25858,Petrol,Automatic,First,1197.0,83.1,5.0,7.54,Maruti,Baleno,2,21.4
Maruti Ritz LDi,Bangalore,120000,Diesel,Manual,First,1248.0,73.94,5.0,3.65,Maruti,Ritz,4,23.2
Hyundai Elantra CRDi SX AT,Ahmedabad,22000,Diesel,Automatic,First,1582.0,126.24,5.0,16.0,Hyundai,Elantra,4,19.5
Chevrolet Spark 1.0 LT,Kolkata,11000,Petrol,Manual,First,995.0,62.1,5.0,1.4,Chevrolet,Spark,8,16.2
Hyundai i20 1.2 Spotz,Mumbai,3900,Petrol,Manual,First,1197.0,81.83,5.0,6.45,Hyundai,i20,3,18.6
Hyundai Xcent 1.1 CRDi Base,Hyderabad,106092,Diesel,Manual,First,1120.0,71.0,5.0,4.4,Hyundai,Xcent,4,24.4
Honda Jazz 1.2 V CVT i VTEC,Delhi,27000,Petrol,Automatic,First,1199.0,88.7,5.0,5.95,Honda,Jazz,5,19.0
Honda Brio S MT,Ahmedabad,11000,Petrol,Manual,First,1198.0,86.8,5.0,3.9,Honda,Brio,7,19.4
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,39753,Diesel,Automatic,First,2143.0,201.1,5.0,35.28,Mercedes-Benz,E-Class,4,13.0
Tata Hexa XT,Pune,39800,Diesel,Manual,First,2179.0,153.86,7.0,14.25,Tata,Hexa,3,17.6
Hyundai Xcent 1.1 CRDi Base,Pune,73000,Diesel,Manual,First,1120.0,71.0,5.0,4.5,Hyundai,Xcent,3,24.4
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,55000,Diesel,Manual,First,1498.0,89.84,5.0,7.5,Ford,Ecosport,5,22.7
Tata Nano XTA,Coimbatore,18351,Petrol,Automatic,First,624.0,37.48,4.0,3.41,Tata,Nano,3,21.9
Honda Brio VX,Pune,45000,Petrol,Manual,Second,1198.0,86.8,5.0,3.25,Honda,Brio,7,19.4
Maruti Ertiga SHVS ZDI Plus,Hyderabad,112200,Diesel,Manual,First,1248.0,88.5,7.0,8.3,Maruti,Ertiga,4,24.52
Hyundai i10 Sportz 1.2,Bangalore,29000,Petrol,Manual,First,1197.0,78.9,5.0,3.45,Hyundai,i10,10,20.36
Hyundai Santro Xing XO,Hyderabad,57309,Petrol,Manual,First,1086.0,,5.0,2.1,Hyundai,Santro,13,17.0
Mahindra XUV500 W10 2WD,Mumbai,53392,Diesel,Manual,First,2179.0,140.0,7.0,11.95,Mahindra,XUV500,5,16.0
Volkswagen Vento Diesel Highline,Hyderabad,71000,Diesel,Manual,First,1598.0,103.6,5.0,4.25,Volkswagen,Vento,10,20.54
Tata Safari Storme 2012-2015 VX,Hyderabad,93000,Diesel,Manual,First,2179.0,138.1,7.0,8.25,Tata,Safari,6,14.0
Honda Accord 2.4 Elegance M/T,Hyderabad,119000,Petrol,Manual,First,2354.0,180.0,5.0,5.95,Honda,Accord,10,10.2
Maruti Eeco 7 Seater Standard,Coimbatore,42225,Petrol,Manual,First,1196.0,73.0,7.0,4.3,Maruti,Eeco,4,15.1
Maruti Swift VDI,Ahmedabad,65000,Diesel,Manual,First,1248.0,74.0,5.0,3.9,Maruti,Swift,8,22.9
Maruti Baleno Zeta Automatic,Pune,27809,Petrol,Automatic,First,1197.0,83.1,5.0,6.41,Maruti,Baleno,4,21.4
Mahindra XUV500 W8 2WD,Coimbatore,65100,Diesel,Manual,First,2179.0,140.0,7.0,8.36,Mahindra,XUV500,5,15.1
Hyundai Xcent 1.2 Kappa S,Chennai,51000,Petrol,Manual,First,1197.0,82.0,5.0,3.85,Hyundai,Xcent,6,19.1
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,10000,Diesel,Automatic,First,2143.0,167.62,5.0,36.0,Mercedes-Benz,New,3,19.27
Skoda Superb 1.8 TSI MT,Kolkata,54895,Petrol,Manual,First,1798.0,160.0,5.0,7.5,Skoda,Superb,9,13.14
Volkswagen CrossPolo 1.5 TDI,Hyderabad,80768,Diesel,Manual,First,1498.0,88.73,5.0,5.7,Volkswagen,CrossPolo,5,20.14
Maruti Ignis 1.2 Delta,Kochi,12076,Petrol,Manual,First,1197.0,81.8,5.0,5.5,Maruti,Ignis,1,20.89
Maruti Swift VDI BSIV,Chennai,49000,Diesel,Manual,First,1248.0,74.0,5.0,5.9,Maruti,Swift,4,25.2
Honda City i VTEC VX Option,Mumbai,42366,Petrol,Manual,First,1497.0,117.3,5.0,7.75,Honda,City,5,17.8
BMW 5 Series 530d Highline Sedan,Ahmedabad,68000,Diesel,Automatic,First,2993.0,,5.0,18.0,BMW,5,10,11.5
Skoda Laura Ambiente,Hyderabad,122397,Diesel,Manual,First,1896.0,106.0,5.0,4.4,Skoda,Laura,12,17.5
Volkswagen Polo GT TSI,Coimbatore,50534,Petrol,Automatic,First,1197.0,103.5,5.0,8.27,Volkswagen,Polo,3,17.21
Renault Duster 85PS Diesel RxL,Ahmedabad,55300,Diesel,Manual,First,1461.0,83.8,5.0,4.75,Renault,Duster,6,19.87
Honda City 1.5 S AT,Hyderabad,73095,Petrol,Automatic,First,1497.0,118.0,5.0,3.8,Honda,City,12,16.8
Volkswagen Vento Diesel Highline,Ahmedabad,51100,Diesel,Manual,First,1598.0,103.6,5.0,3.4,Volkswagen,Vento,9,20.54
Hyundai Grand i10 Sportz,Pune,13436,Petrol,Manual,Second,1197.0,82.0,5.0,4.7,Hyundai,Grand,4,18.9
Ford Fiesta 1.4 ZXi Duratec,Pune,76000,Petrol,Manual,Second,1388.0,68.0,5.0,1.49,Ford,Fiesta,12,16.6
Hyundai Xcent 1.1 CRDi S,Mumbai,63141,Diesel,Manual,Second,1120.0,71.0,5.0,4.5,Hyundai,Xcent,4,24.4
Honda Amaze VX i-DTEC,Hyderabad,74885,Diesel,Manual,First,1498.0,98.6,5.0,5.4,Honda,Amaze,6,25.8
Honda City i VTEC CVT VX,Hyderabad,14000,Petrol,Automatic,First,1497.0,117.3,5.0,11.5,Honda,City,4,18.0
Renault Fluence 1.5,Pune,56000,Diesel,Manual,Second,1461.0,108.5,5.0,3.5,Renault,Fluence,8,20.4
BMW 5 Series 520d Luxury Line,Ahmedabad,46000,Diesel,Automatic,First,1995.0,190.0,5.0,16.5,BMW,5,10,22.48
Maruti SX4 ZXI MT BSIV,Mumbai,51800,Petrol,Manual,First,1586.0,103.3,5.0,3.9,Maruti,SX4,8,15.5
Honda City ZX CVT,Hyderabad,81000,Petrol,Automatic,First,1497.0,78.0,5.0,3.25,Honda,City,13,16.4
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,17370,Petrol,Manual,First,1198.0,73.75,5.0,5.84,Volkswagen,Ameo,2,17.0
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,18456,Petrol,Manual,First,1198.0,73.75,5.0,5.75,Volkswagen,Ameo,4,17.0
Audi A4 2.0 TDI Multitronic,Delhi,59000,Diesel,Automatic,First,1968.0,140.0,5.0,10.0,Audi,A4,10,16.55
Maruti Wagon R VXI,Mumbai,141537,Petrol,Manual,Second,998.0,67.1,5.0,1.05,Maruti,Wagon,14,18.9
Hyundai Verna SX CRDi AT,Delhi,51000,Diesel,Automatic,First,1582.0,126.32,5.0,5.64,Hyundai,Verna,7,19.08
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,29311,Diesel,Automatic,First,2143.0,170.0,5.0,50.97,Mercedes-Benz,GLC,1,17.9
BMW 3 Series Luxury Line,Mumbai,31000,Diesel,Automatic,First,1995.0,190.0,5.0,29.95,BMW,3,4,21.76
Honda Mobilio V Option i DTEC,Mumbai,80000,Diesel,Manual,Second,1498.0,98.6,7.0,4.85,Honda,Mobilio,6,24.2
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,33000,Diesel,Automatic,First,1582.0,126.2,5.0,14.5,Hyundai,Creta,4,17.01
Honda City 1.5 S MT,Hyderabad,71556,Petrol,Manual,First,1497.0,118.0,5.0,5.5,Honda,City,9,17.0
Ford Fiesta 1.4 TDCi EXI,Bangalore,85000,Diesel,Manual,First,1399.0,68.0,5.0,3.2,Ford,Fiesta,9,17.8
Maruti Swift Dzire LDI,Chennai,91000,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,4,26.59
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,73187,Diesel,Automatic,First,2143.0,204.0,5.0,30.72,Mercedes-Benz,E-Class,5,13.0
Chevrolet Captiva LT,Jaipur,232000,Diesel,Manual,First,1991.0,147.9,7.0,3.5,Chevrolet,Captiva,11,11.5
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,127079,Diesel,Manual,First,2494.0,102.0,7.0,6.99,Toyota,Innova,13,12.8
Mahindra Quanto C8,Kochi,58816,Diesel,Manual,First,1493.0,100.0,7.0,3.45,Mahindra,Quanto,6,17.21
Honda City i VTEC V,Kochi,63818,Petrol,Manual,First,1497.0,117.3,5.0,6.57,Honda,City,5,17.4
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,40000,Diesel,Automatic,First,1968.0,174.33,5.0,17.5,Audi,A4,6,17.11
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,77445,Diesel,Manual,First,1199.0,73.9,5.0,3.75,Volkswagen,Polo,7,22.07
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,14000,Petrol,Automatic,First,1497.0,121.36,5.0,9.99,Ford,EcoSport,3,14.8
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,85122,Diesel,Manual,First,2494.0,100.0,7.0,8.2,Toyota,Innova,8,12.99
Honda City 1.5 EXI,Jaipur,123000,Petrol,Manual,Third,1493.0,100.0,5.0,1.1,Honda,City,15,13.0
Maruti SX4 Green Vxi (CNG),Kochi,61000,CNG,Manual,First,1586.0,85.7,5.0,3.89,Maruti,SX4,5,
Maruti Alto 800 2016-2019 LXI Optional,Chennai,63714,Petrol,Manual,First,796.0,47.3,5.0,2.45,Maruti,Alto,5,24.7
Mercedes-Benz M-Class ML 320 CDI,Pune,53000,Diesel,Automatic,First,2987.0,224.34,5.0,13.75,Mercedes-Benz,M-Class,11,8.7
Maruti Swift Dzire LDI,Kolkata,60000,Diesel,Manual,First,1248.0,74.0,5.0,3.0,Maruti,Swift,3,26.59
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,33000,Diesel,Manual,First,1248.0,88.5,5.0,9.25,Maruti,Vitara,3,24.3
Volvo S60 D5 Summum,Mumbai,31000,Diesel,Automatic,First,2400.0,215.0,5.0,17.65,Volvo,S60,7,13.2
Toyota Fortuner 4x2 AT,Delhi,79000,Diesel,Automatic,First,2982.0,168.5,7.0,18.25,Toyota,Fortuner,6,12.55
Hyundai i20 Sportz Option Diesel,Kochi,67914,Diesel,Manual,First,1396.0,90.0,5.0,3.45,Hyundai,i20,7,23.0
Audi A4 35 TDI Premium,Bangalore,58970,Diesel,Automatic,First,1968.0,174.33,5.0,23.75,Audi,A4,5,17.11
Nissan Terrano XV D Pre,Mumbai,60000,Diesel,Manual,Second,1461.0,108.5,5.0,5.45,Nissan,Terrano,7,19.64
Maruti Celerio ZXI AMT,Coimbatore,35225,Petrol,Automatic,First,998.0,67.04,5.0,5.25,Maruti,Celerio,3,23.1
Maruti Esteem Vxi,Delhi,69496,Petrol,Manual,First,1298.0,,5.0,1.1,Maruti,Esteem,15,15.9
Hyundai i10 Sportz AT,Delhi,62282,Petrol,Automatic,First,1197.0,78.9,5.0,2.9,Hyundai,i10,8,16.95
